Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
M23639,1,297.5,308.6,1349,51.5,21,0,0,0,0,0,0
M23640,1,297.5,308.6,1327,52.1,24,0,0,0,0,0,0
L55961,0,297.6,308.7,1552,42.3,27,0,0,0,0,0,0
L55962,0,297.5,308.7,1456,44.7,29,0,0,0,0,0,0
M23643,1,297.6,308.6,1254,45.8,31,0,0,0,0,0,0
L55964,0,297.5,308.6,1437,43.3,34,0,0,0,0,0,0
L55965,0,297.5,308.6,1694,27.1,36,0,0,0,0,0,0
L55966,0,297.5,308.5,1306,50.7,38,0,0,0,0,0,0
M23647,1,297.5,308.5,1699,30.1,40,0,0,0,0,0,0
L55968,0,297.4,308.5,1369,53.2,43,0,0,0,0,0,0
L55969,0,297.4,308.5,1471,43.9,45,0,0,0,0,0,0
L55970,0,297.4,308.5,1410,43.9,47,0,0,0,0,0,0
M23651,1,297.4,308.5,1412,45.5,49,0,0,0,0,0,0
L55972,0,297.4,308.5,1418,51.2,52,0,0,0,0,0,0
L55973,0,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
M23654,1,297.4,308.5,1497,36.4,56,0,0,0,0,0,0
L55975,0,297.3,308.4,1459,39.4,59,0,0,0,0,0,0
L55976,0,297.2,308.3,1796,23.8,61,0,0,0,0,0,0
L55977,0,297.2,308.3,1569,31.2,63,0,0,0,0,0,0
L55978,0,297.3,308.4,1469,46.7,65,0,0,0,0,0,0
L55979,0,297.3,308.4,1472,41.3,67,0,0,0,0,0,0
L55980,0,297.4,308.5,1475,47.2,69,0,0,0,0,0,0
L55981,0,297.4,308.6,1488,36.4,71,0,0,0,0,0,0
L55982,0,297.4,308.6,1524,43.1,73,0,0,0,0,0,0
L55983,0,297.4,308.5,1486,48.6,75,0,0,0,0,0,0
M23664,1,297.5,308.6,1255,60.7,77,0,0,0,0,0,0
M23665,1,297.4,308.6,1469,42.6,80,0,0,0,0,0,0
L55986,0,297.4,308.5,1692,34.3,83,0,0,0,0,0,0
M23667,1,297.4,308.6,1604,32.8,85,0,0,0,0,0,0
L55988,0,297.4,308.6,1446,48.1,88,0,0,0,0,0,0
L55989,0,297.3,308.5,1503,43.3,90,0,0,0,0,0,0
M23670,1,297.3,308.5,1625,32.8,92,0,0,0,0,0,0
L55991,0,297.2,308.5,1574,35.8,95,0,0,0,0,0,0
M23672,1,297.2,308.4,1378,41.9,97,0,0,0,0,0,0
L55993,0,297.1,308.4,1693,29.5,100,0,0,0,0,0,0
L55994,0,297.2,308.4,1462,51.2,102,0,0,0,0,0,0
H38229,2,297.3,308.5,1435,55.0,104,0,0,0,0,0,0
M23676,1,297.2,308.5,1425,45.8,109,0,0,0,0,0,0
H38231,2,297.3,308.6,1376,53.5,112,0,0,0,0,0,0
M23678,1,297.4,308.7,1481,48.0,117,0,0,0,0,0,0
H38233,2,297.4,308.7,1349,48.9,120,0,0,0,0,0,0
L56000,0,297.3,308.7,1551,40.0,125,0,0,0,0,0,0
H38235,2,297.4,308.7,1623,33.8,127,0,0,0,0,0,0
L56002,0,297.4,308.8,1462,49.7,132,0,0,0,0,0,0
M23683,1,297.3,308.8,1447,57.4,134,0,0,0,0,0,0
M23684,1,297.3,308.9,1799,24.5,137,0,0,0,0,0,0
M23685,1,297.3,308.8,1548,41.3,140,0,0,0,0,0,0
M23686,1,297.2,308.8,1485,47.9,143,0,0,0,0,0,0
L56007,0,297.2,308.7,1463,49.9,146,0,0,0,0,0,0
L56008,0,297.3,308.7,1587,35.8,148,0,0,0,0,0,0
M23689,1,297.3,308.8,1469,44.1,150,0,0,0,0,0,0
H38244,2,297.3,308.7,1430,42.8,153,0,0,0,0,0,0
H38245,2,297.4,308.7,1726,26.8,158,0,0,0,0,0,0
L56012,0,297.4,308.8,1651,34.1,163,0,0,0,0,0,0
L56013,0,297.4,308.8,1529,41.3,165,0,0,0,0,0,0
L56014,0,297.4,308.8,1473,46.2,167,0,0,0,0,0,0
H38249,2,297.4,308.8,1324,53.5,169,0,0,0,0,0,0
L56016,0,297.4,308.9,1708,28.8,174,0,0,0,0,0,0
M23697,1,297.5,309.1,1540,38.5,176,0,0,0,0,0,0
L56018,0,297.5,309.0,1320,54.7,179,0,0,0,0,0,0
M23699,1,297.4,308.9,1376,39.0,181,0,0,0,0,0,0
M23700,1,297.3,308.7,1542,37.0,184,0,0,0,0,0,0
L56021,0,297.3,308.7,1506,39.3,187,0,0,0,0,0,0
L56022,0,297.3,308.7,1492,43.6,189,0,0,0,0,0,0
H38257,2,297.3,308.8,1564,38.0,191,0,0,0,0,0,0
H38258,2,297.4,308.9,1645,30.8,196,0,0,0,0,0,0
M23705,1,297.4,308.9,1348,59.1,201,0,0,0,0,0,0
M23706,1,297.4,308.8,1325,62.4,204,1,1,0,0,1,0
L56027,0,297.5,308.9,1443,43.5,0,0,0,0,0,0,0
M23708,1,297.5,308.9,1436,44.8,2,0,0,0,0,0,0
L56029,0,297.5,308.9,1596,30.7,5,0,0,0,0,0,0
L56030,0,297.6,309.0,1491,43.2,7,0,0,0,0,0,0
M23711,1,297.7,308.9,1573,35.1,9,0,0,0,0,0,0
L56032,0,297.7,308.9,1575,39.9,12,0,0,0,0,0,0
L56033,0,297.7,308.9,1458,41.1,14,0,0,0,0,0,0
M23714,1,297.7,309.0,1433,41.8,16,0,0,0,0,0,0
L56035,0,297.7,308.9,1662,28.1,19,0,0,0,0,0,0
M23716,1,297.7,308.9,1327,63.7,21,0,0,0,0,0,0
L56037,0,297.7,308.9,1742,26.3,24,0,0,0,0,0,0
L56038,0,297.8,308.9,1506,33.5,26,0,0,0,0,0,0
L56039,0,297.9,309.1,1457,44.4,28,0,0,0,0,0,0
M23720,1,297.9,309.1,1488,37.3,30,0,0,0,0,0,0
L56041,0,297.9,309.1,1619,34.7,33,0,0,0,0,0,0
M23722,1,298.0,309.2,1558,41.7,35,0,0,0,0,0,0
L56043,0,298.0,309.2,1731,28.7,38,0,0,0,0,0,0
M23724,1,298.0,309.1,1574,34.8,40,0,0,0,0,0,0
L56045,0,297.9,309.0,1290,49.8,43,0,0,0,0,0,0
H38280,2,297.9,308.9,1416,39.6,45,0,0,0,0,0,0
L56047,0,297.9,308.9,1566,41.9,50,0,0,0,0,0,0
L56048,0,297.9,309.0,1456,46.5,52,0,0,0,0,0,0
L56049,0,297.9,309.0,1528,37.5,54,0,0,0,0,0,0
M23730,1,297.9,309.1,1338,49.6,56,0,0,0,0,0,0
M23731,1,297.9,309.1,1558,39.2,59,0,0,0,0,0,0
M23732,1,297.9,309.1,1614,38.1,62,0,0,0,0,0,0
H38287,2,298.0,309.1,1557,36.4,65,0,0,0,0,0,0
L56054,0,298.1,309.3,1443,45.3,70,0,0,0,0,0,0
H38289,2,298.1,309.3,1332,51.0,72,0,0,0,0,0,0
M23736,1,298.1,309.3,1752,25.2,77,0,0,0,0,0,0
M23737,1,298.1,309.2,1460,45.8,80,0,0,0,0,0,0
L56058,0,298.1,309.2,1802,26.9,83,0,0,0,0,0,0
L56059,0,298.0,309.2,1527,39.5,85,0,0,0,0,0,0
L56060,0,298.0,309.2,1458,39.8,87,0,0,0,0,0,0
H38295,2,298.0,309.2,1520,37.9,89,0,0,0,0,0,0
L56062,0,298.0,309.2,1378,49.7,94,0,0,0,0,0,0
M23743,1,297.9,309.2,1529,38.1,96,0,0,0,0,0,0
L56064,0,298.0,309.2,1527,32.4,99,0,0,0,0,0,0
M23745,1,298.0,309.2,1438,42.9,101,0,0,0,0,0,0
L56066,0,297.9,309.0,1583,36.7,104,0,0,0,0,0,0
L56067,0,297.8,308.9,1530,37.6,106,0,0,0,0,0,0
M23748,1,297.7,308.9,1530,39.1,108,0,0,0,0,0,0
M23749,1,297.7,308.8,2089,19.1,111,0,0,0,0,0,0
L56070,0,297.7,308.8,1616,34.2,114,0,0,0,0,0,0
M23751,1,297.7,308.9,1681,28.3,116,0,0,0,0,0,0
L56072,0,297.6,308.8,1475,43.0,119,0,0,0,0,0,0
L56073,0,297.5,308.7,1371,46.5,121,0,0,0,0,0,0
M23754,1,297.5,308.7,1546,38.0,123,0,0,0,0,0,0
H38309,2,297.4,308.6,1461,40.1,126,0,0,0,0,0,0
L56076,0,297.4,308.7,1638,31.9,131,0,0,0,0,0,0
M23757,1,297.3,308.7,1577,35.6,133,0,0,0,0,0,0
L56078,0,297.4,308.6,1532,38.7,136,0,0,0,0,0,0
M23759,1,297.3,308.5,1710,27.7,138,0,0,0,0,0,0
M23760,1,297.3,308.6,1584,29.4,141,0,0,0,0,0,0
L56081,0,297.3,308.6,1446,50.1,144,0,0,0,0,0,0
H38316,2,297.4,308.7,1522,46.3,146,0,0,0,0,0,0
M23763,1,297.4,308.7,1382,49.9,151,0,0,0,0,0,0
L56084,0,297.4,308.7,1584,38.2,154,0,0,0,0,0,0
L56085,0,297.3,308.6,1385,55.2,156,0,0,0,0,0,0
L56086,0,297.3,308.7,1592,34.4,158,0,0,0,0,0,0
M23767,1,297.2,308.6,1404,43.7,160,0,0,0,0,0,0
L56088,0,297.2,308.5,1518,44.3,163,0,0,0,0,0,0
L56089,0,297.1,308.4,1529,40.4,165,0,0,0,0,0,0
L56090,0,297.1,308.4,1550,37.0,167,0,0,0,0,0,0
L56091,0,297.1,308.3,1773,23.8,169,0,0,0,0,0,0
L56092,0,297.2,308.5,1446,43.7,171,0,0,0,0,0,0
M23773,1,297.2,308.5,1487,46.9,173,0,0,0,0,0,0
M23774,1,297.3,308.5,1524,49.3,176,0,0,0,0,0,0
L56095,0,297.1,308.3,1403,54.1,179,0,0,0,0,0,0
L56096,0,297.1,308.2,2267,15.7,181,0,0,0,0,0,0
M23777,1,297.1,308.2,1529,37.9,183,0,0,0,0,0,0
L56098,0,297.1,308.2,1402,51.2,186,0,0,0,0,0,0
L56099,0,297.2,308.3,1693,28.0,188,0,0,0,0,0,0
L56100,0,297.1,308.3,1496,45.8,190,0,0,0,0,0,0
L56101,0,297.1,308.1,1633,33.3,192,0,0,0,0,0,0
L56102,0,297.1,308.2,1399,42.6,194,0,0,0,0,0,0
M23783,1,297.0,308.1,1363,45.3,196,0,0,0,0,0,0
H38338,2,297.1,308.2,1527,42.2,199,0,0,0,0,0,0
M23785,1,297.2,308.2,1405,42.5,204,0,0,0,0,0,0
M23786,1,297.3,308.3,1459,59.6,207,1,0,0,1,1,0
M23787,1,297.4,308.4,1789,25.0,210,0,0,0,0,0,0
L56108,0,297.4,308.4,1531,41.5,213,0,0,0,0,0,0
M23789,1,297.4,308.4,1620,35.8,215,0,0,0,0,0,0
L56110,0,297.4,308.4,1571,39.4,0,0,0,0,0,0,0
L56111,0,297.4,308.4,1434,39.9,2,0,0,0,0,0,0
L56112,0,297.4,308.4,1474,43.6,4,0,0,0,0,0,0
M23793,1,297.3,308.3,1544,41.7,6,0,0,0,0,0,0
L56114,0,297.3,308.2,1601,35.7,9,0,0,0,0,0,0
L56115,0,297.4,308.3,1801,26.9,11,0,0,0,0,0,0
L56116,0,297.4,308.3,1465,42.0,13,0,0,0,0,0,0
M23797,1,297.4,308.4,1340,52.6,15,0,0,0,0,0,0
M23798,1,297.4,308.4,1517,41.0,18,0,0,0,0,0,0
M23799,1,297.3,308.4,1434,44.8,21,0,0,0,0,0,0
H38354,2,297.3,308.3,1935,19.3,24,0,0,0,0,0,0
M23801,1,297.3,308.3,1595,32.2,29,0,0,0,0,0,0
L56122,0,297.3,308.3,2188,17.0,32,0,0,0,0,0,0
M23803,1,297.3,308.4,1449,44.4,34,0,0,0,0,0,0
L56124,0,297.3,308.3,1471,38.2,37,0,0,0,0,0,0
L56125,0,297.4,308.2,1639,33.8,39,0,0,0,0,0,0
M23806,1,297.3,308.2,1846,24.5,41,0,0,0,0,0,0
M23807,1,297.3,308.2,1452,38.2,44,0,0,0,0,0,0
M23808,1,297.4,308.3,1483,41.9,47,0,0,0,0,0,0
L56129,0,297.4,308.3,1284,60.3,50,0,0,0,0,0,0
L56130,0,297.4,308.2,1419,50.0,52,0,0,0,0,0,0
L56131,0,297.3,308.1,1763,28.4,54,0,0,0,0,0,0
M23812,1,297.2,308.0,1478,42.5,56,0,0,0,0,0,0
L56133,0,297.3,308.0,1518,36.0,59,0,0,0,0,0,0
L56134,0,297.3,308.0,1447,49.0,61,0,0,0,0,0,0
M23815,1,297.4,308.0,1355,55.1,63,0,0,0,0,0,0
L56136,0,297.4,308.1,1348,57.4,66,0,0,0,0,0,0
L56137,0,297.4,308.1,1348,53.7,68,0,0,0,0,0,0
M23818,1,297.4,308.1,1734,27.7,70,0,0,0,0,0,0
L56139,0,297.3,308.0,1420,46.5,73,0,0,0,0,0,0
L56140,0,297.3,307.9,1797,24.7,75,0,0,0,0,0,0
M23821,1,297.3,308.0,1403,45.0,77,0,0,0,0,0,0
L56142,0,297.3,307.9,1628,30.2,80,0,0,0,0,0,0
M23823,1,297.2,307.9,1687,30.4,82,0,0,0,0,0,0
M23824,1,297.2,307.9,1456,44.9,85,0,0,0,0,0,0
L56145,0,297.1,307.9,1496,44.7,88,0,0,0,0,0,0
L56146,0,297.1,307.8,1636,30.3,90,0,0,0,0,0,0
L56147,0,297.1,307.8,1536,40.4,92,0,0,0,0,0,0
L56148,0,297.1,307.8,1454,50.6,94,0,0,0,0,0,0
L56149,0,297.0,307.8,1396,50.0,96,0,0,0,0,0,0
L56150,0,297.0,307.6,1575,37.4,98,0,0,0,0,0,0
L56151,0,296.9,307.6,1514,35.7,100,0,0,0,0,0,0
M23832,1,296.8,307.4,1455,49.9,102,0,0,0,0,0,0
L56153,0,296.8,307.4,1549,48.3,105,0,0,0,0,0,0
L56154,0,296.8,307.5,1474,42.4,107,0,0,0,0,0,0
H38389,2,296.7,307.4,1661,34.2,109,0,0,0,0,0,0
L56156,0,296.7,307.4,1535,34.6,114,0,0,0,0,0,0
M23837,1,296.9,307.5,1556,31.2,116,0,0,0,0,0,0
L56158,0,296.9,307.6,1435,45.0,119,0,0,0,0,0,0
M23839,1,296.9,307.5,1332,51.1,121,0,0,0,0,0,0
L56160,0,297.0,307.6,1513,42.4,124,0,0,0,0,0,0
L56161,0,297.0,307.7,1502,39.4,126,0,0,0,0,0,0
L56162,0,297.0,307.7,1315,60.1,128,0,0,0,0,0,0
M23843,1,297.0,307.7,1261,51.1,130,0,0,0,0,0,0
L56164,0,297.1,307.8,1406,60.4,133,0,0,0,0,0,0
L56165,0,297.1,307.8,1584,42.3,135,0,0,0,0,0,0
M23846,1,297.1,307.8,1443,43.9,137,0,0,0,0,0,0
L56167,0,297.2,307.9,1580,35.8,140,0,0,0,0,0,0
L56168,0,297.2,307.9,1825,24.6,142,0,0,0,0,0,0
L56169,0,297.2,307.9,1469,48.2,144,0,0,0,0,0,0
L56170,0,297.2,307.9,1493,38.4,146,0,0,0,0,0,0
M23851,1,297.3,308.0,1598,29.4,148,0,0,0,0,0,0
H38406,2,297.2,307.9,1450,37.2,151,0,0,0,0,0,0
M23853,1,297.2,307.9,1632,37.5,156,0,0,0,0,0,0
M23854,1,297.1,307.9,1980,20.3,159,0,0,0,0,0,0
L56175,0,297.2,308.0,1474,43.7,162,0,0,0,0,0,0
L56176,0,297.2,307.9,1540,37.1,164,0,0,0,0,0,0
M23857,1,297.1,307.9,1609,38.9,166,0,0,0,0,0,0
L56178,0,297.1,308.0,1467,42.8,169,0,0,0,0,0,0
L56179,0,297.1,307.9,1492,39.4,171,0,0,0,0,0,0
L56180,0,297.0,307.9,1493,46.1,173,0,0,0,0,0,0
L56181,0,297.0,307.8,1500,39.9,175,0,0,0,0,0,0
L56182,0,297.1,307.8,1477,36.6,177,0,0,0,0,0,0
L56183,0,297.1,307.9,1342,49.1,179,0,0,0,0,0,0
M23864,1,297.1,307.8,1538,34.3,181,0,0,0,0,0,0
L56185,0,297.2,307.9,1337,58.1,184,0,0,0,0,0,0
L56186,0,297.3,307.9,1417,41.8,186,0,0,0,0,0,0
L56187,0,297.4,308.0,1383,46.2,188,0,0,0,0,0,0
M23868,1,297.4,308.0,1440,42.4,190,0,0,0,0,0,0
L56189,0,297.3,307.9,1579,34.4,193,0,0,0,0,0,0
L56190,0,297.2,307.9,1441,40.0,195,0,0,0,0,0,0
M23871,1,297.2,307.9,1530,35.9,197,0,0,0,0,0,0
L56192,0,297.2,308.0,1705,26.0,200,0,0,0,0,0,0
H38427,2,297.2,308.0,1435,43.0,202,0,0,0,0,0,0
M23874,1,297.2,308.1,1340,61.3,207,1,0,0,0,1,0
L56195,0,297.2,308.1,1431,49.7,210,1,0,0,0,0,0
L56196,0,297.3,308.2,1396,52.7,212,1,0,0,0,1,0
M23877,1,297.3,308.1,1369,52.0,214,0,0,0,0,0,0
L56198,0,297.3,308.1,1615,35.4,217,1,1,0,0,0,0
L56199,0,297.2,308.1,1662,31.3,0,0,0,0,0,0,0
L56200,0,297.3,308.2,1553,33.5,2,0,0,0,0,0,0
M23881,1,297.4,308.2,1536,34.6,4,0,0,0,0,0,0
L56202,0,297.4,308.3,1548,46.6,7,0,0,0,0,0,0
L56203,0,297.4,308.3,1706,30.9,9,0,0,0,0,0,0
L56204,0,297.4,308.3,1366,45.5,11,0,0,0,0,0,0
L56205,0,297.5,308.4,1440,35.9,13,0,0,0,0,0,0
M23886,1,297.5,308.4,1685,28.1,15,0,0,0,0,0,0
M23887,1,297.4,308.3,1444,44.0,18,0,0,0,0,0,0
L56208,0,297.4,308.3,1395,48.7,21,0,0,0,0,0,0
L56209,0,297.4,308.3,1483,38.8,23,0,0,0,0,0,0
M23890,1,297.5,308.4,1403,44.3,25,0,0,0,0,0,0
H38445,2,297.5,308.4,1793,23.9,28,0,0,0,0,0,0
L56212,0,297.4,308.3,1723,28.8,33,0,0,0,0,0,0
L56213,0,297.4,308.2,1386,41.0,35,0,0,0,0,0,0
H38448,2,297.4,308.2,1585,46.2,37,0,0,0,0,0,0
M23895,1,297.3,308.1,1731,27.7,42,0,0,0,0,0,0
L56216,0,297.3,308.3,1519,37.7,45,0,0,0,0,0,0
L56217,0,297.3,308.2,1896,24.4,47,0,0,0,0,0,0
L56218,0,297.3,308.3,2358,14.9,49,0,0,0,0,0,0
M23899,1,297.3,308.3,1341,51.9,51,0,0,0,0,0,0
L56220,0,297.3,308.3,1550,37.0,54,0,0,0,0,0,0
L56221,0,297.3,308.3,1309,61.5,56,0,0,0,0,0,0
M23902,1,297.3,308.4,1599,32.9,58,0,0,0,0,0,0
L56223,0,297.4,308.4,1343,40.0,61,0,0,0,0,0,0
L56224,0,297.4,308.4,1378,39.9,63,0,0,0,0,0,0
L56225,0,297.4,308.4,1603,34.6,65,0,0,0,0,0,0
L56226,0,297.4,308.4,1664,28.1,67,0,0,0,0,0,0
L56227,0,297.3,308.4,1488,37.4,69,0,0,0,0,0,0
M23908,1,297.3,308.4,1370,50.5,71,0,0,0,0,0,0
L56229,0,297.3,308.5,1545,34.3,74,0,0,0,0,0,0
M23910,1,297.4,308.5,1566,31.4,76,0,0,0,0,0,0
L56231,0,297.4,308.6,1820,24.6,79,0,0,0,0,0,0
M23912,1,297.4,308.6,1901,22.1,81,0,0,0,0,0,0
M23913,1,297.4,308.5,1638,32.2,84,0,0,0,0,0,0
M23914,1,297.3,308.4,1521,38.2,87,0,0,0,0,0,0
H38469,2,297.3,308.4,1864,23.1,90,0,0,0,0,0,0
L56236,0,297.3,308.3,1430,41.9,95,0,0,0,0,0,0
M23917,1,297.3,308.4,1686,34.5,97,0,0,0,0,0,0
M23918,1,297.2,308.3,1326,57.2,100,0,0,0,0,0,0
L56239,0,297.2,308.3,1805,25.6,103,0,0,0,0,0,0
H38474,2,297.2,308.3,1453,45.8,105,0,0,0,0,0,0
M23921,1,297.2,308.4,1863,26.0,110,0,0,0,0,0,0
L56242,0,297.2,308.3,1576,35.3,113,0,0,0,0,0,0
L56243,0,297.2,308.3,1419,39.7,115,0,0,0,0,0,0
L56244,0,297.2,308.4,1833,25.2,117,0,0,0,0,0,0
H38479,2,297.2,308.4,2182,17.3,119,0,0,0,0,0,0
L56246,0,297.2,308.3,1656,30.3,124,0,0,0,0,0,0
L56247,0,297.1,308.2,1351,56.6,126,0,0,0,0,0,0
H38482,2,297.1,308.2,1790,30.3,128,0,0,0,0,0,0
M23929,1,297.2,308.2,1678,28.1,133,0,0,0,0,0,0
L56250,0,297.1,308.2,1427,45.2,136,0,0,0,0,0,0
L56251,0,297.0,308.1,1429,54.0,138,0,0,0,0,0,0
H38486,2,297.2,308.1,1770,27.2,140,0,0,0,0,0,0
L56253,0,297.2,308.1,1689,31.2,145,0,0,0,0,0,0
M23934,1,297.2,308.1,1554,41.3,147,0,0,0,0,0,0
L56255,0,297.3,308.1,1506,36.0,150,0,0,0,0,0,0
L56256,0,297.2,308.1,1474,44.3,152,0,0,0,0,0,0
L56257,0,297.3,308.1,1762,26.1,154,0,0,0,0,0,0
L56258,0,297.3,308.1,1566,35.7,156,0,0,0,0,0,0
H38493,2,297.3,308.1,1554,42.4,158,0,0,0,0,0,0
L56260,0,297.2,308.0,1869,25.4,163,0,0,0,0,0,0
L56261,0,297.3,308.0,1527,35.1,165,0,0,0,0,0,0
L56262,0,297.2,307.9,1309,49.6,167,0,0,0,0,0,0
M23943,1,297.2,307.9,1541,35.7,169,0,0,0,0,0,0
L56264,0,297.2,307.9,1326,75.4,172,1,0,0,1,1,0
H38499,2,297.1,307.9,1365,54.0,174,0,0,0,0,0,0
L56266,0,297.1,307.8,1428,43.7,179,0,0,0,0,0,0
L56267,0,297.1,307.8,1681,27.6,181,0,0,0,0,0,0
M23948,1,297.1,307.9,1662,26.9,183,0,0,0,0,0,0
L56269,0,297.2,307.9,1989,20.3,186,0,0,0,0,0,0
M23950,1,297.2,307.9,1747,29.0,188,0,0,0,0,0,0
M23951,1,297.2,308.0,1765,31.1,191,0,0,0,0,0,0
L56272,0,297.3,308.1,1568,34.4,194,0,0,0,0,0,0
M23953,1,297.3,308.1,1709,30.6,196,0,0,0,0,0,0
M23954,1,297.3,308.1,1370,58.8,199,0,0,0,0,0,0
L56275,0,297.3,308.1,1458,45.7,202,0,0,0,0,0,0
L56276,0,297.2,308.1,1712,30.9,204,0,0,0,0,0,0
L56277,0,297.3,308.1,1642,36.9,206,0,0,0,0,0,0
L56278,0,297.3,308.1,1468,49.8,0,0,0,0,0,0,0
H38513,2,297.3,308.1,1477,52.3,2,0,0,0,0,0,0
L56280,0,297.3,308.2,1446,53.5,7,0,0,0,0,0,0
H38515,2,297.3,308.2,1653,31.4,9,0,0,0,0,0,0
L56282,0,297.3,308.3,1494,38.2,14,0,0,0,0,0,0
L56283,0,297.3,308.2,1490,41.0,16,0,0,0,0,0,0
M23964,1,297.4,308.3,1550,47.8,18,0,0,0,0,0,0
M23965,1,297.3,308.2,1677,34.9,21,0,0,0,0,0,0
L56286,0,297.4,308.3,1854,21.8,24,0,0,0,0,0,0
M23967,1,297.5,308.5,1662,30.3,26,0,0,0,0,0,0
M23968,1,297.5,308.6,1440,38.8,29,0,0,0,0,0,0
L56289,0,297.5,308.6,1513,39.7,32,0,0,0,0,0,0
M23970,1,297.6,308.6,1389,49.0,34,0,0,0,0,0,0
L56291,0,297.6,308.6,1351,51.0,37,0,0,0,0,0,0
M23972,1,297.6,308.6,1482,38.3,39,0,0,0,0,0,0
L56293,0,297.6,308.6,1744,28.5,42,0,0,0,0,0,0
L56294,0,297.6,308.7,1476,39.0,44,0,0,0,0,0,0
M23975,1,297.6,308.6,1444,48.2,46,0,0,0,0,0,0
H38530,2,297.6,308.7,1659,32.1,49,0,0,0,0,0,0
M23977,1,297.6,308.7,1475,46.6,54,0,0,0,0,0,0
L56298,0,297.6,308.6,1526,42.1,57,0,0,0,0,0,0
M23979,1,297.4,308.4,1675,29.5,59,0,0,0,0,0,0
L56300,0,297.4,308.4,1525,38.7,62,0,0,0,0,0,0
L56301,0,297.3,308.3,1396,45.9,64,0,0,0,0,0,0
L56302,0,297.4,308.4,1580,41.2,66,0,0,0,0,0,0
L56303,0,297.4,308.5,1462,42.8,68,0,0,0,0,0,0
L56304,0,297.4,308.4,1426,50.4,70,0,0,0,0,0,0
L56305,0,297.4,308.5,1569,34.2,72,0,0,0,0,0,0
L56306,0,297.4,308.5,1477,40.7,74,0,0,0,0,0,0
L56307,0,297.4,308.5,1761,27.2,76,0,0,0,0,0,0
M23988,1,297.5,308.6,1486,45.9,78,0,0,0,0,0,0
L56309,0,297.6,308.6,1664,30.1,81,0,0,0,0,0,0
L56310,0,297.6,308.6,1576,32.7,83,0,0,0,0,0,0
H38545,2,297.6,308.6,1463,46.7,85,0,0,0,0,0,0
M23992,1,297.6,308.6,1585,42.0,90,0,0,0,0,0,0
L56313,0,297.7,308.7,1479,45.7,93,0,0,0,0,0,0
L56314,0,297.7,308.7,1449,40.2,95,0,0,0,0,0,0
H38549,2,297.7,308.8,1404,50.3,97,0,0,0,0,0,0
L56316,0,297.7,308.7,1694,29.1,102,0,0,0,0,0,0
L56317,0,297.7,308.7,1731,28.4,104,0,0,0,0,0,0
L56318,0,297.6,308.6,1522,37.0,106,0,0,0,0,0,0
L56319,0,297.5,308.5,1536,36.9,108,0,0,0,0,0,0
L56320,0,297.5,308.5,1373,39.9,110,0,0,0,0,0,0
L56321,0,297.5,308.5,1597,36.4,112,0,0,0,0,0,0
L56322,0,297.6,308.5,1678,34.2,114,0,0,0,0,0,0
L56323,0,297.6,308.5,1452,42.6,116,0,0,0,0,0,0
M24004,1,297.5,308.5,1447,41.6,118,0,0,0,0,0,0
L56325,0,297.6,308.5,1574,37.1,121,0,0,0,0,0,0
L56326,0,297.6,308.6,1528,40.0,123,0,0,0,0,0,0
L56327,0,297.7,308.7,1688,27.2,125,0,0,0,0,0,0
L56328,0,297.6,308.6,1393,40.4,127,0,0,0,0,0,0
M24009,1,297.5,308.6,1429,50.5,129,0,0,0,0,0,0
M24010,1,297.5,308.6,1347,57.0,132,0,0,0,0,0,0
L56331,0,297.6,308.6,1553,40.5,135,0,0,0,0,0,0
L56332,0,297.5,308.6,1260,53.6,137,0,0,0,0,0,0
L56333,0,297.5,308.6,1546,33.8,139,0,0,0,0,0,0
L56334,0,297.5,308.6,1596,36.0,141,0,0,0,0,0,0
L56335,0,297.5,308.5,1340,57.4,143,0,0,0,0,0,0
M24016,1,297.5,308.4,1369,54.8,145,0,0,0,0,0,0
L56337,0,297.5,308.5,1462,52.3,148,0,0,0,0,0,0
H38572,2,297.4,308.4,1487,46.2,150,0,0,0,0,0,0
M24019,1,297.5,308.6,1510,35.5,155,0,0,0,0,0,0
H38574,2,297.5,308.5,1671,28.0,158,0,0,0,0,0,0
M24021,1,297.5,308.5,1612,30.0,163,0,0,0,0,0,0
M24022,1,297.6,308.6,1509,39.7,166,0,0,0,0,0,0
L56343,0,297.6,308.6,1415,47.3,169,0,0,0,0,0,0
L56344,0,297.6,308.6,2384,14.4,171,0,0,0,0,0,0
L56345,0,297.6,308.6,1326,62.4,173,0,0,0,0,0,0
M24026,1,297.6,308.6,1390,53.4,175,0,0,0,0,0,0
M24027,1,297.6,308.7,1392,41.2,178,0,0,0,0,0,0
H38582,2,297.6,308.8,1385,44.4,181,0,0,0,0,0,0
L56349,0,297.7,308.8,1896,24.5,186,0,0,0,0,0,0
L56350,0,297.7,308.7,1474,46.8,188,0,0,0,0,0,0
M24031,1,297.7,308.8,1388,45.6,190,0,0,0,0,0,0
L56352,0,297.7,308.9,1715,27.2,193,0,0,0,0,0,0
H38587,2,297.8,308.9,1650,32.2,195,0,0,0,0,0,0
L56354,0,297.8,308.9,1871,25.6,200,1,1,0,0,0,0
L56355,0,297.8,309.0,1403,64.2,0,1,0,0,1,0,0
